total_loss,pred_loss,policy_loss,sigreg_loss,learning_rate,epsilon
7.337214946746826,0.08564479649066925,1.3953031301498413,72.51570129394531,0.001,0.999
6.706193923950195,0.1220189556479454,6.6566314697265625,65.84175109863281,0.000999,0.998001
