total_loss,pred_loss,policy_loss,sigreg_loss
0.10950560122728348,0.0989530086517334,0.24759814143180847,0.5276297330856323
0.10939862579107285,0.09951765090227127,184.54690551757812,0.4940488636493683
0.11209679394960403,0.1024198830127716,198.6947479248047,0.4838455021381378
0.11016320437192917,0.10072014480829239,373.0460510253906,0.4721528887748718
0.12216036021709442,0.11292106658220291,53.229652404785156,0.46196451783180237
0.10856880247592926,0.09950631111860275,34.8229866027832,0.45312461256980896
0.1021261215209961,0.09319137036800385,21.10399627685547,0.4467376470565796
0.10352499783039093,0.09466138482093811,60.657386779785156,0.44318056106567383
0.12038500607013702,0.11154866218566895,1.307714581489563,0.44181740283966064
0.11712723970413208,0.10826601833105087,83.71016693115234,0.4430609941482544
0.11117762327194214,0.10226661711931229,66.5866928100586,0.4455503225326538
0.10050622373819351,0.09152156859636307,13.033727645874023,0.44923287630081177
0.11839428544044495,0.10932401567697525,7.558480739593506,0.453513503074646
0.1207195445895195,0.11156000941991806,7.217532157897949,0.45797666907310486
0.11073829978704453,0.10147915780544281,42.673240661621094,0.4629570543766022
0.129433274269104,0.1200810894370079,7.891988754272461,0.46760886907577515
0.1114361584186554,0.10200874507427216,27.38231658935547,0.4713706970214844
0.1273164302110672,0.1178324744105339,0.489324152469635,0.4741976857185364
0.10438839346170425,0.09486471116542816,21.480501174926758,0.476184219121933
0.11207976192235947,0.10253258794546127,37.87239074707031,0.47735869884490967
0.12174651026725769,0.11219315230846405,14.791778564453125,0.4776679575443268
0.11364726722240448,0.10410201549530029,52.16851043701172,0.47726279497146606
0.10701897740364075,0.0974925085902214,483.10455322265625,0.47632360458374023
0.12475737929344177,0.11525824666023254,21.497888565063477,0.47495684027671814
0.09789908677339554,0.08842622488737106,5.2970805168151855,0.473643034696579
0.11046610027551651,0.10101404786109924,13.387720108032227,0.4726026654243469
0.10572695732116699,0.09628750383853912,9.975275039672852,0.4719727337360382
0.11292216181755066,0.10348585993051529,20.647253036499023,0.4718150794506073
0.10205428302288055,0.09260781854391098,11.318466186523438,0.47232332825660706
0.10752707719802856,0.09805981814861298,0.02364584244787693,0.47336313128471375
